Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.377,40.817,41.247,41.667,42.076,42.478,42.876,43.275,43.679,44.088,44.503,44.922,45.340,45.753,46.156,46.544,46.915,47.269,47.607,47.927,48.235,48.524,48.797,49.054,49.290,49.495,49.659,49.775,49.843,49.873,49.877,49.873,49.872,49.881,49.899,49.927,49.969,50.037,50.144,50.305,50.540,50.866,51.291,51.813,52.424,53.112,53.860,54.642,55.430,56.204,56.944,57.637,58.284,58.885,59.437,59.939,60.395
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.749,55.217,55.664,56.074,56.468,56.828,57.147,57.458,57.758,58.052,58.354,58.649,58.951,59.235,59.517,59.824,60.159,60.504,60.885,61.275,61.684,62.051,62.439,62.728,62.998,63.251,63.521,63.796,63.941,64.075,64.175,64.272,64.301,64.167,64.000,63.914,63.826,63.667,63.399,63.268,63.202,63.164,63.285,63.416,63.713,64.103,64.536,65.041,65.584,66.140,66.647,67.110,67.552,67.934,68.276,68.596,68.869
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.364,50.944,51.512,52.063,52.597,53.118,53.638,54.165,54.709,55.272,55.859,56.476,57.114,57.758,58.389,58.977,59.487,59.902,60.213,60.425,60.554,60.628,60.683,60.750,60.842,60.969,61.126,61.297,61.470,61.641,61.808,61.972,62.133,62.294,62.454,62.611,62.760,62.902,63.041,63.181,63.338,63.526,63.754,64.021,64.322,64.641,64.956,65.248,65.500,65.709,65.875,66.008,66.125,66.241,66.361,66.488,66.624
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.660,60.026,60.386,60.749,61.117,61.491,61.867,62.239,62.599,62.943,63.268,63.568,63.844,64.100,64.339,64.570,64.806,65.054,65.315,65.587,65.863,66.128,66.371,66.582,66.758,66.902,67.019,67.120,67.214,67.305,67.393,67.478,67.554,67.620,67.677,67.722,67.751,67.768,67.781,67.798,67.838,67.918,68.051,68.239,68.480,68.768,69.089,69.422,69.749,70.057,70.335,70.578,70.790,70.976,71.138,71.279,71.405
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.924,70.251,70.472,70.595,70.633,70.603,70.525,70.419,70.307,70.206,70.134,70.099,70.099,70.125,70.176,70.245,70.322,70.399,70.465,70.520,70.409,70.629,70.689,70.479,70.751,70.735,71.021,71.089,71.208,71.026,70.933,70.883,71.795,72.449,72.300,72.254,72.654,72.705,72.551,72.902,73.051,73.402,73.605,73.605,73.959,73.905,74.205,74.207,74.705,74.910,75.112,75.959,76.110,76.412,76.812,76.563,76.563
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.978,68.978,68.978,68.622,68.663,68.366,69.012,69.366,68.917,68.361,68.610,68.834,69.059,69.405,70.161,70.359,70.307,70.556,70.702,70.854,71.105,71.205,71.054,70.541,70.902,71.351,71.802,72.002,72.446,72.705,73.205,73.354,73.305,73.254,73.405,73.959,74.459,74.707,74.807,75.010,75.412,75.759,76.007,76.859,77.207,77.612,78.087,78.561,78.766,78.971,79.422,79.971,80.124,80.322,81.078,80.776,80.776
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.006,73.474,73.350,73.555,73.733,73.862,74.079,74.122,73.973,74.085,74.649,74.624,74.718,74.867,74.980,74.985,74.969,75.380,75.469,75.524,75.741,76.026,76.327,76.552,76.816,76.668,76.931,77.092,76.979,77.727,77.537,77.667,77.999,78.060,78.650,78.740,78.959,79.198,79.339,79.441,79.644,79.795,79.846,80.095,80.498,80.546,80.749,80.900,81.100,81.351,81.451,81.802,81.705,81.956,82.254,82.205,82.205
Swaziland,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,44.285,44.584,44.871,45.155,45.446,45.762,46.118,46.522,46.979,47.487,48.041,48.628,49.232,49.840,50.448,51.057,51.674,52.307,52.963,53.640,54.348,55.098,55.881,56.677,57.460,58.208,58.900,59.505,59.983,60.292,60.369,60.155,59.639,58.836,57.771,56.464,54.942,53.285,51.594,49.968,48.521,47.352,46.508,46.018,45.905,46.185,46.846,47.805,48.969,50.260,51.598,52.912,54.158,55.296,56.287,57.107,57.754
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.544,74.537,75.588,,,73.054,,,,
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,69.598,70.188,69.324,70.383,69.554,69.698,68.656,68.237,68.702,67.971,68.107,70.712,71.215,69.468,70.729,72.483,71.561,71.212,71.746,72.668,72.778,73.254,71.088,71.029,72.661,72.132,72.217,73.144,73.163,73.083,73.198,72.724,74.276,73.120,73.229,74.295,74.310
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.971,52.568,53.176,53.797,54.435,55.096,55.788,56.510,57.260,58.030,58.814,59.600,60.378,61.137,61.872,62.579,63.258,63.914,64.552,65.172,65.774,66.359,66.928,67.477,68.005,68.508,68.981,69.423,69.831,70.207,70.553,70.871,71.167,71.444,71.708,71.961,72.205,72.439,72.664,72.882,73.110,73.371,73.663,73.967,74.250,74.430,74.412,74.152,73.648,72.939,72.108,71.270,70.549,70.046,69.817,69.904,70.310
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.019,38.279,38.536,38.795,39.061,39.346,39.666,40.028,40.432,40.872,41.332,41.792,42.233,42.638,43.003,43.327,43.619,43.892,44.161,44.430,44.704,44.986,45.269,45.550,45.824,46.082,46.315,46.520,46.692,46.835,46.952,47.053,47.148,47.243,47.339,47.431,47.505,47.556,47.582,47.590,47.593,47.603,47.638,47.716,47.848,48.054,48.349,48.729,49.182,49.691,50.233,50.778,51.300,51.778,52.204,52.575,52.903
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.652,46.100,46.825,47.863,49.220,50.816,52.536,54.243,55.817,57.202,58.373,59.346,60.191,60.968,61.698,62.389,63.049,63.668,64.242,64.768,65.246,65.675,66.064,66.414,66.730,67.017,67.275,67.507,67.716,67.909,68.092,68.271,68.450,68.637,68.839,69.067,69.329,69.624,69.949,70.297,70.662,71.034,71.399,71.749,72.076,72.376,72.647,72.894,73.123,73.336,73.532,73.715,73.889,74.053,74.214,74.371,74.528
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.834,64.309,64.629,65.049,65.343,65.623,65.813,65.882,66.089,66.119,66.351,66.509,66.649,66.748,66.885,66.679,66.676,66.660,66.711,66.694,66.741,67.022,67.327,67.422,67.398,67.748,68.460,68.617,68.722,68.656,68.533,68.279,67.743,67.021,66.812,66.880,67.358,67.933,68.273,68.150,68.251,68.460,68.508,68.635,68.958,69.090,69.669,70.134,70.426,70.981,71.303,71.854,72.152,72.530,72.765,72.992,73.249
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.297,40.941,41.580,42.215,42.846,43.473,44.098,44.720,45.339,45.955,46.568,47.175,47.777,48.371,48.958,49.537,50.112,50.683,51.246,51.799,52.339,52.863,53.365,53.839,54.276,54.673,55.028,55.337,55.592,55.784,55.888,55.873,55.734,55.485,55.146,54.756,54.359,54.000,53.720,53.544,53.489,53.551,53.707,53.935,54.230,54.598,55.048,55.578,56.174,56.814,57.465,58.092,58.668,59.174,59.601,59.949,60.232
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.703,55.235,55.747,56.233,56.694,57.136,57.567,58.000,58.444,58.905,59.387,59.888,60.405,60.930,61.460,61.986,62.496,62.987,63.464,63.936,64.433,64.993,65.635,66.353,67.128,67.911,68.642,69.266,69.747,70.073,70.250,70.303,70.283,70.241,70.204,70.192,70.214,70.266,70.346,70.462,70.624,70.841,71.110,71.424,71.775,72.149,72.534,72.915,73.279,73.617,73.923,74.197,74.446,74.678,74.895,75.103,75.303
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.152,56.572,56.995,57.419,57.843,58.261,58.667,59.059,59.432,59.784,60.114,60.422,60.711,60.986,61.247,61.499,61.743,61.982,62.216,62.445,62.679,62.926,63.184,63.442,63.684,63.869,63.946,63.896,63.724,63.455,63.149,62.880,62.719,62.710,62.869,63.185,63.618,64.105,64.591,65.053,65.485,65.894,66.303,66.727,67.163,67.607,68.052,68.487,68.902,69.290,69.644,69.958,70.234,70.477,70.690,70.879,71.051
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.471,54.897,55.326,55.757,56.186,56.609,57.021,57.417,57.794,58.147,58.472,58.765,59.028,59.267,59.488,59.703,59.925,60.163,60.422,60.701,60.999,61.311,61.622,61.920,62.193,62.426,62.605,62.727,62.797,62.820,62.811,62.784,62.761,62.757,62.785,62.850,62.952,63.083,63.237,63.412,63.613,63.842,64.101,64.386,64.693,65.017,65.354,65.695,66.031,66.355,66.657,66.928,67.167,67.375,67.552,67.704,67.835
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.635,56.119,56.584,57.030,57.459,57.878,58.293,58.708,59.128,59.554,59.982,60.410,60.831,61.241,61.639,62.026,62.408,62.786,63.167,63.549,63.933,64.316,64.696,65.067,65.434,65.794,66.148,66.499,66.849,67.200,67.558,67.926,68.307,68.696,69.093,69.495,69.895,70.288,70.667,71.031,71.376,71.699,72.005,72.295,72.573,72.840,73.100,73.355,73.606,73.855,74.100,74.341,74.575,74.801,75.020,75.231,75.437
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,33.729,34.229,34.730,35.232,35.734,36.272,36.894,37.596,38.335,39.041,39.528,39.574,39.085,38.077,36.659,35.092,33.714,32.826,32.628,33.177,34.419,36.184,38.174,40.132,41.932,43.481,44.749,45.820,46.773,47.638,48.469,49.332,50.273,51.317,52.467,53.696,54.954,56.179,57.325,58.380,59.360,60.304,61.251,62.223,63.209,64.175,65.068,65.842,66.472,66.956,67.313,67.578,67.805,68.033,68.285,68.569,68.881
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.632,47.221,47.808,48.394,48.983,49.571,50.150,50.714,51.265,51.808,52.360,52.944,53.571,54.237,54.932,55.617,56.245,56.786,57.232,57.596,57.925,58.284,58.733,59.310,60.021,60.850,61.758,62.682,63.566,64.382,65.107,65.736,66.288,66.783,67.229,67.633,68.002,68.342,68.659,68.960,69.250,69.532,69.806,70.073,70.336,70.594,70.847,71.089,71.320,71.538,71.747,71.952,72.157,72.365,72.572,72.779,72.986
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.401,61.767,62.130,62.488,62.840,63.188,63.533,63.876,64.215,64.550,64.876,65.189,65.486,65.766,66.030,66.280,66.521,66.757,66.994,67.232,67.476,67.725,67.978,68.230,68.478,68.716,68.936,69.136,69.313,69.468,69.603,69.722,69.832,69.940,70.050,70.164,70.285,70.411,70.541,70.674,70.811,70.949,71.089,71.229,71.367,71.504,71.639,71.773,71.906,72.039,72.173,72.308,72.446,72.588,72.732,72.880,73.029
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.954,42.594,43.237,43.883,44.532,45.175,45.803,46.410,46.993,47.556,48.110,48.672,49.255,49.865,50.496,51.139,51.778,52.396,52.979,53.521,54.019,54.472,54.890,55.287,55.670,56.050,56.441,56.847,57.274,57.722,58.191,58.679,59.174,59.669,60.160,60.643,61.113,61.570,62.016,62.448,62.865,63.272,63.669,64.061,64.451,64.842,65.237,65.636,66.037,66.437,66.827,67.201,67.554,67.881,68.181,68.457,68.711
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.377,40.817,41.247,41.667,42.076,42.478,42.876,43.275,43.679,44.088,44.503,44.922,45.340,45.753,46.156,46.544,46.915,47.269,47.607,47.927,48.235,48.524,48.797,49.054,49.290,49.495,49.659,49.775,49.843,49.873,49.877,49.873,49.872,49.881,49.899,49.927,49.969,50.037,50.144,50.305,50.540,50.866,51.291,51.813,52.424,53.112,53.860,54.642,55.430,56.204,56.944,57.637,58.284,58.885,59.437,59.939,60.395
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.625,63.217,63.723,64.125,64.422,64.621,64.742,64.822,64.892,64.973,65.081,65.228,65.407,65.610,65.833,66.067,66.300,66.519,66.714,66.882,67.022,67.138,67.239,67.335,67.428,67.523,67.620,67.719,67.817,67.914,68.007,68.094,68.171,68.238,68.296,68.344,68.384,68.419,68.452,68.489,68.532,68.584,68.648,68.724,68.816,68.927,69.060,69.214,69.384,69.567,69.756,69.942,70.118,70.280,70.426,70.556,70.673
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.021,42.656,43.351,44.109,44.931,45.820,46.780,47.804,48.881,50.000,51.145,52.300,53.452,54.591,55.705,56.795,57.867,58.929,59.980,61.010,62.000,62.925,63.771,64.532,65.214,65.834,66.417,66.991,67.576,68.176,68.788,69.401,69.990,70.540,71.043,71.496,71.898,72.259,72.586,72.883,73.155,73.402,73.629,73.836,74.026,74.200,74.352,74.483,74.595,74.695,74.793,74.900,75.023,75.167,75.335,75.525,75.731
Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.369,46.093,46.830,47.573,48.312,49.035,49.733,50.406,51.053,51.678,52.286,52.887,53.492,54.109,54.741,55.387,56.046,56.709,57.370,58.023,58.667,59.297,59.915,60.520,61.111,61.682,62.231,62.758,63.266,63.763,64.256,64.757,65.275,65.815,66.377,66.963,67.570,68.189,68.807,69.417,70.008,70.571,71.102,71.600,72.060,72.481,72.866,73.219,73.549,73.859,74.154,74.437,74.711,74.977,75.239,75.498,75.755
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.686,43.940,44.195,44.456,44.731,45.022,45.330,45.654,45.993,46.345,46.718,47.119,47.546,47.992,48.447,48.891,49.306,49.675,49.987,50.237,50.429,50.576,50.692,50.788,50.863,50.904,50.888,50.803,50.651,50.447,50.206,49.953,49.719,49.540,49.444,49.460,49.609,49.889,50.297,50.831,51.493,52.281,53.173,54.142,55.161,56.196,57.218,58.209,59.156,60.048,60.893,61.713,62.528,63.348,64.163,64.950,65.675
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.991,44.568,45.156,45.748,46.332,46.891,47.407,47.865,48.258,48.578,48.827,49.010,49.142,49.236,49.301,49.347,49.384,49.412,49.426,49.419,49.374,49.272,49.096,48.842,48.512,48.104,47.625,47.097,46.549,46.012,45.509,45.058,44.676,44.388,44.223,44.220,44.415,44.811,45.397,46.160,47.077,48.120,49.242,50.394,51.538,52.640,53.681,54.660,55.574,56.409,57.153,57.796,58.347,58.819,59.224,59.575,59.889
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.300,68.764,69.146,69.458,69.708,69.906,70.057,70.161,70.223,70.248,70.235,70.183,70.091,69.963,69.809,69.635,69.446,69.253,69.071,68.915,68.818,68.811,68.901,69.077,69.317,69.575,69.791,70.495,70.498,70.539,70.137,68.878,69.068,68.476,67.839,67.137,66.888,67.295,67.989,68.213,67.860,68.287,68.276,68.211,68.185,67.957,68.078,68.222,68.251,69.190,70.265,70.809,70.944,71.160,71.187,71.190,71.476
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.835,50.354,51.006,51.849,52.921,54.165,55.491,56.821,58.075,59.189,60.188,61.034,61.751,62.425,63.050,63.573,64.082,64.546,64.972,65.330,65.689,66.038,66.390,66.683,66.945,67.284,67.685,67.947,68.195,68.402,68.598,68.779,68.852,68.908,69.083,69.325,69.652,69.995,70.322,70.584,70.898,71.232,71.544,71.861,72.196,72.483,72.830,73.142,73.413,73.709,73.947,74.231,74.474,74.717,74.925,75.135,75.338
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.782,68.006,68.197,68.347,68.454,68.521,68.554,68.568,68.576,68.589,68.617,68.664,68.732,68.823,68.939,69.087,69.269,69.482,69.721,69.981,70.255,70.535,70.814,71.085,71.343,71.584,71.805,72.009,72.203,72.388,72.571,72.758,72.954,73.161,73.381,73.613,73.854,74.098,74.341,74.577,74.805,75.022,75.229,75.427,75.614,75.792,75.961,76.124,76.282,76.436,76.588,76.739,76.890,77.040,77.190,77.341,77.493
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.771,70.271,70.120,69.917,70.166,70.215,70.212,70.561,69.951,70.507,70.807,71.107,71.156,71.356,71.956,72.605,72.856,73.256,73.356,73.805,73.610,74.010,74.361,74.463,74.563,74.563,74.615,74.766,74.766,75.017,75.215,75.366,75.617,75.420,75.620,75.622,76.027,76.429,76.580,76.583,76.637,76.837,76.937,77.037,77.488,77.488,77.688,77.988,78.039,78.390,78.541,78.641,78.741,78.741,78.841,78.690,78.690
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.835,59.210,59.588,59.968,60.347,60.721,61.087,61.441,61.778,62.097,62.391,62.659,62.902,63.125,63.331,63.530,63.728,63.934,64.152,64.384,64.637,64.913,65.206,65.504,65.795,66.058,66.269,66.415,66.495,66.512,66.481,66.424,66.368,66.336,66.343,66.396,66.494,66.626,66.782,66.959,67.154,67.366,67.594,67.837,68.094,68.367,68.663,68.982,69.319,69.665,70.005,70.322,70.604,70.844,71.039,71.192,71.314
St. Vincent and the Grenadines,VCT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.030,59.134,60.176,61.124,61.960,62.677,63.286,63.815,64.289,64.718,65.100,65.431,65.707,65.933,66.122,66.297,66.481,66.690,66.935,67.219,67.537,67.874,68.210,68.528,68.819,69.083,69.322,69.545,69.758,69.958,70.140,70.298,70.425,70.520,70.585,70.620,70.628,70.618,70.600,70.587,70.593,70.635,70.719,70.846,71.014,71.218,71.446,71.683,71.914,72.130,72.327,72.501,72.657,72.802,72.935,73.060,73.179
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.253,59.829,60.395,60.948,61.488,62.017,62.539,63.056,63.570,64.076,64.569,65.041,65.485,65.899,66.279,66.630,66.956,67.265,67.560,67.844,68.114,68.365,68.593,68.795,68.975,69.133,69.274,69.403,69.529,69.659,69.804,69.971,70.165,70.384,70.628,70.893,71.176,71.465,71.752,72.027,72.281,72.507,72.704,72.872,73.015,73.134,73.235,73.327,73.419,73.516,73.625,73.748,73.885,74.035,74.196,74.367,74.545
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.225,66.488,66.741,66.996,67.260,67.541,67.835,68.138,68.443,68.748,69.051,69.351,69.647,69.936,70.218,70.490,70.751,71.000,71.239,71.471,71.700,71.931,72.166,72.410,72.662,72.922,73.187,73.454,73.718,73.978,74.236,74.492,74.747,75.003,75.257,75.510,75.759,76.003,76.237,76.462,76.620,77.673,77.622,77.573,77.873,77.422,78.476,76.861,77.263,77.615,77.966,78.417,78.668,78.868,78.968,79.168,79.268
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.041,59.722,60.391,61.024,61.585,61.968,62.042,61.773,61.192,60.391,59.571,58.989,58.835,59.214,60.123,61.458,63.021,64.559,65.871,66.877,67.553,67.953,68.214,68.450,68.699,68.982,69.300,69.626,69.940,70.242,70.536,70.826,71.113,71.399,71.685,71.968,72.248,72.519,72.781,73.030,73.265,73.487,73.695,73.893,74.082,74.263,74.438,74.609,74.777,74.946,75.117,75.294,75.476,75.663,75.855,76.052,76.253
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.441,47.044,47.648,48.251,48.853,49.452,50.047,50.635,51.217,51.795,52.369,52.943,53.520,54.101,54.688,55.283,55.890,56.506,57.125,57.743,58.348,58.929,59.477,59.989,60.467,60.916,61.346,61.768,62.194,62.628,63.072,63.527,63.986,64.444,64.897,65.345,65.784,66.214,66.634,67.043,67.438,67.820,68.189,68.545,68.889,69.221,69.541,69.852,70.152,70.442,70.721,70.988,71.241,71.481,71.709,71.925,72.133
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.572,53.077,53.502,54.036,54.715,55.385,56.125,56.840,57.446,58.060,58.653,59.180,59.665,60.112,60.605,61.046,61.463,61.880,62.233,62.588,62.867,63.200,63.517,63.758,64.016,64.267,64.564,64.816,65.022,65.241,65.435,65.624,65.789,65.915,66.125,66.323,66.613,66.912,67.172,67.406,67.685,67.984,68.250,68.524,68.863,69.136,69.475,69.794,70.083,70.406,70.683,70.972,71.215,71.460,71.694,71.857,72.035
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.748,50.249,50.750,51.252,51.756,52.261,52.766,53.271,53.774,54.276,54.777,55.278,55.778,56.278,56.779,57.281,57.784,58.288,58.792,59.295,59.797,60.296,60.791,61.283,61.772,62.265,62.764,63.273,63.792,64.319,64.851,65.384,65.910,66.424,66.919,67.389,67.827,68.234,68.612,68.967,69.305,69.637,69.970,70.314,70.673,71.051,71.451,71.866,72.288,72.710,73.122,73.513,73.875,74.206,74.504,74.770,75.013
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,65.898,66.198,66.398,66.598,66.798,66.998,67.198,67.398,67.549,67.749,67.949,68.100,68.249,68.400,68.551,68.700,68.851,68.951,66.951,67.951,67.998,67.944,68.195,68.446,68.695,68.946,69.198,69.398,69.649,69.900,70.149,70.498,70.798,71.098,71.346,71.646
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.361,34.471,34.739,35.187,35.815,36.597,37.488,38.427,39.366,40.280,41.161,42.017,42.878,43.763,44.676,45.620,46.597,47.599,48.614,49.630,50.636,51.621,52.577,53.489,54.346,55.133,55.837,56.460,57.004,57.475,57.877,58.220,58.519,58.787,59.036,59.275,59.504,59.724,59.939,60.155,60.382,60.631,60.903,61.200,61.520,61.857,62.205,62.552,62.888,63.208,63.508,63.786,64.046,64.291,64.523,64.743,64.953
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.215,52.559,52.894,53.229,53.571,53.926,54.301,54.691,55.085,55.478,55.852,56.192,56.485,56.728,56.924,57.075,57.191,57.291,57.397,57.526,57.704,57.957,58.287,58.690,59.154,59.668,60.219,60.773,61.291,61.734,62.062,62.239,62.251,62.092,61.756,61.226,60.490,59.580,58.548,57.450,56.341,55.273,54.299,53.481,52.878,52.567,52.614,53.010,53.720,54.701,55.888,57.201,58.545,59.830,60.993,61.981,62.774
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.124,45.502,45.869,46.225,46.574,46.929,47.302,47.701,48.127,48.575,49.039,49.510,49.971,50.401,50.780,51.089,51.317,51.456,51.501,51.442,51.265,50.957,50.525,49.986,49.359,48.661,47.913,47.142,46.379,45.658,45.003,44.431,43.948,43.564,43.297,43.166,43.183,43.346,43.653,44.104,44.702,45.448,46.330,47.330,48.432,49.630,50.929,52.313,53.749,55.194,56.588,57.872,59.011,59.982,60.775,61.397,61.874
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.565,51.938,52.300,52.651,52.993,53.325,53.648,53.965,54.280,54.597,54.920,55.250,55.592,55.948,56.324,56.733,57.194,57.708,58.259,58.828,59.390,59.921,60.386,60.746,60.965,60.999,60.816,60.411,59.794,58.971,57.944,56.720,55.337,53.854,52.329,50.811,49.340,47.955,46.705,45.647,44.841,44.326,44.109,44.188,44.571,45.282,46.344,47.719,49.337,51.122,52.975,54.800,56.516,58.053,59.360,60.398,61.163
